source,target,weight,resources,references,sign_decision
RBPJ,CSF1,-1.0,TFactS,12411305,PMID
RBPJ,DDX6,-1.0,TFactS,15979417,PMID
RBPJ,DIO2,-1.0,TFactS,15979417,PMID
RBPJ,DLL4,1.0,NTNU.Curated;TFactS,12814948;23818617,PMID
RBPJ,DLX4,-1.0,TFactS,15979417,PMID
RBPJ,DTX1,1.0,TFactS,10933396;15356142;9881968,PMID
RBPJ,FABP7,1.0,TFactS,15879553,PMID
RBPJ,FCER2,1.0,Pavlidis2021;TFactS,11986231;17513763,PMID
RBPJ,FES,-1.0,TFactS,15979417,PMID
RBPJ,FGF6,1.0,TFactS,15979417,PMID
RBPJ,FJX1,1.0,TFactS,16145673,PMID
RBPJ,GAMT,1.0,TFactS,15979417,PMID
RBPJ,GATA2,1.0,TFactS,11719365;15689374,PMID
RBPJ,GATA3,1.0,TFactS,15356142;17658279,PMID
RBPJ,GLUL,-1.0,TFactS,15979417,PMID
RBPJ,HBB,1.0,TFactS,15979417,PMID
RBPJ,HES7,1.0,TFactS,11260262,PMID
RBPJ,HMX2,-1.0,TFactS,15979417,PMID
RBPJ,HNF1A,-1.0,TFactS,15226394,PMID
RBPJ,HNF1B,1.0,TFactS,15226394,PMID
RBPJ,HNF4A,-1.0,TFactS,15226394,PMID
RBPJ,HOXD1,1.0,TFactS,11511348,PMID
RBPJ,IGHM,-1.0,TFactS,10644343,PMID
RBPJ,IL10,1.0,TFactS,15688350,PMID
RBPJ,LHX3,-1.0,TFactS,15979417,PMID
RBPJ,LMAN2L,-1.0,TFactS,15979417,PMID
RBPJ,MARK3,1.0,TFactS,15979417,PMID
RBPJ,MCM2,-1.0,TFactS,15976316,PMID
RBPJ,MCM6,-1.0,TFactS,15976316,PMID
RBPJ,MT1A,1.0,TFactS,15979417,PMID
RBPJ,MT2A,1.0,TFactS,15979417,PMID
RBPJ,MYH11,-1.0,TFactS,15987768,PMID
RBPJ,NES,-1.0,TFactS,15979417;17217625,PMID
RBPJ,NEUROG1,1.0,TFactS,9133387,PMID
RBPJ,NEUROG3,-1.0,TFactS,14641329,PMID
RBPJ,NR1H2,-1.0,TFactS,15979417,PMID
RBPJ,NRARP,1.0,TFactS,11783997;15325262,PMID
RBPJ,NUP155,1.0,TFactS,15979417,PMID
RBPJ,PSEN1,-1.0,TFactS,12960155,PMID
RBPJ,PTCRA,1.0,TFactS,11825871,PMID
RBPJ,PTMA,-1.0,TFactS,15979417,PMID
RBPJ,RCVRN,1.0,TFactS,15979417,PMID
RBPJ,REL,1.0,TFactS,11591772,PMID
RBPJ,RELA,1.0,TFactS,11591772,PMID
RBPJ,RELB,1.0,TFactS,11591772,PMID
RBPJ,REN,1.0,TFactS,15792957,PMID
RBPJ,RLF,1.0,TFactS,15979417,PMID
RBPJ,S100A10,1.0,TFactS,15979417,PMID
RBPJ,SEMA5B,-1.0,TFactS,15979417,PMID
RBPJ,SKP2,1.0,TFactS,15998794,PMID
RBPJ,SMARCA1,-1.0,TFactS,15979417,PMID
RBPJ,SMTN,-1.0,TFactS,15987768,PMID
RBPJ,SPI1,1.0,TFactS,12759431,PMID
RBPJ,SPP1,1.0,TFactS,16195230,PMID
RBPJ,SRC,1.0,TFactS,15979417,PMID
RBPJ,TAGLN,-1.0,TFactS,15634680,PMID
RBPJ,TBX21,1.0,TFactS,15991363,PMID
RBPJ,TBX6,1.0,TFactS,15864811,PMID
RBPJ,TCF7,1.0,TFactS,15356142,PMID
RBPJ,TLX1,-1.0,TFactS,15979417,PMID
RBPJ,TNFRSF11B,1.0,TFactS,12411305,PMID
RBPJ,TNFSF11,1.0,TFactS,12411305,PMID
RBPJ,WNT10B,1.0,TFactS,15979417,PMID
RBPJ,SOX10,1.0,TFactS,18950534,default activation
RBPJ,UCMA,1.0,TFactS,15979417,default activation
GLI1,ADAM12,-1.0,TFactS,19095649,PMID
GLI1,ALCAM,-1.0,TFactS,18924150,PMID
GLI1,AMH,-1.0,TFactS,12444557,PMID
GLI1,ANGPT4,1.0,TFactS,19095649,PMID
GLI1,ARTN,1.0,TFactS,19095649,PMID
GLI1,ATG12,-1.0,TFactS,19095649,PMID
GLI1,CAMK1D,1.0,TFactS,19095649,PMID
GLI1,CCND2,1.0,TFactS,11719506,PMID
GLI1,CCPG1,-1.0,TFactS,18924150,PMID
GLI1,CDC14A,1.0,TFactS,19095649,PMID
GLI1,CLCA1,-1.0,TFactS,19095649,PMID
GLI1,CLCA2,-1.0,TFactS,19095649,PMID
GLI1,CLDN2,1.0,TFactS,19095649,PMID
GLI1,CNKSR1,1.0,TFactS,19095649,PMID
GLI1,CP,1.0,TFactS,11716497,PMID
GLI1,CX3CL1,-1.0,TFactS,19095649,PMID
GLI1,CXCL14,1.0,TFactS,19095649,PMID
GLI1,CXCR4,1.0,TFactS,18924150,PMID
GLI1,DARS2,-1.0,TFactS,11719506,PMID
GLI1,DMP1,-1.0,TFactS,19095649,PMID
GLI1,DNAJB9,-1.0,TFactS,18924150,PMID
GLI1,DNER,1.0,TFactS,19095649,PMID
GLI1,DRG2,1.0,TFactS,11719506,PMID
GLI1,EFNB2,1.0,TFactS,19095649,PMID
GLI1,EMB,-1.0,TFactS,11719506,PMID
GLI1,FA2H,1.0,TFactS,19095649,PMID
GLI1,FADS2,1.0,TFactS,19095649,PMID
GLI1,FBLIM1,1.0,TFactS,19095649,PMID
GLI1,FBN2,1.0,TFactS,19095649,PMID
GLI1,FGF5,1.0,TFactS,19095649,PMID
GLI1,FKBP1A,-1.0,TFactS,19095649,PMID
GLI1,FMO1,1.0,TFactS,17873912;19095649,PMID
GLI1,FOXA1,-1.0,TFactS,18924150,PMID
GLI1,FOXA2,1.0,Pavlidis2021;TFactS,10433919;12384550;9118802;9247260,PMID
GLI1,FOXD1,1.0,TFactS,12444557,PMID
GLI1,FOXM1,1.0,Pavlidis2021;TFactS,12183437,PMID
GLI1,GATM,-1.0,TFactS,18924150,PMID
GLI1,GOSR1,-1.0,TFactS,11719506,PMID
GLI1,GRHL2,-1.0,TFactS,19095649,PMID
GLI1,HSD11B1,1.0,TFactS,19095649,PMID
GLI1,ID4,1.0,TFactS,19095649,PMID
GLI1,IGF2,1.0,TFactS,12444557,PMID
GLI1,ITIH3,1.0,TFactS,11716497,PMID
GLI1,JUP,-1.0,TFactS,11719506,PMID
GLI1,KANK1,-1.0,TFactS,18924150,PMID
GLI1,KIDINS220,-1.0,TFactS,18924150,PMID
GLI1,KREMEN1,-1.0,TFactS,19095649,PMID
GLI1,LGI2,1.0,TFactS,19095649,PMID
GLI1,LHFPL6,1.0,TFactS,19095649,PMID
GLI1,MAP3K12,1.0,TFactS,19095649,PMID
GLI1,MCMBP,1.0,TFactS,19095649,PMID
GLI1,MGMT,1.0,TFactS,18924150,PMID
GLI1,MMP13,-1.0,TFactS,14691458;19095649,PMID
GLI1,MR1,1.0,TFactS,19095649,PMID
GLI1,MTUS1,-1.0,TFactS,18924150,PMID
GLI1,MYC,-1.0,TFactS,16299030,PMID
GLI1,MYCL,1.0,TFactS,18924150,PMID
GLI1,MYO15A,1.0,TFactS,11719506,PMID
GLI1,MYO1E,-1.0,TFactS,18924150,PMID
GLI1,NPDC1,1.0,TFactS,11719506,PMID
GLI1,NPM1,1.0,TFactS,18924150,PMID
GLI1,NR1H4,-1.0,TFactS,19095649,PMID
GLI1,NTRK2,-1.0,TFactS,18924150,PMID
GLI1,NTRK3,1.0,TFactS,19095649,PMID
GLI1,PDE4B,-1.0,TFactS,18924150,PMID
GLI1,PDE9A,1.0,TFactS,19095649,PMID
GLI1,PF4,-1.0,TFactS,19095649,PMID
GLI1,PLTP,1.0,TFactS,18924150,PMID
GLI1,PLXNA2,1.0,TFactS,19095649,PMID
GLI1,PRDM8,1.0,TFactS,19095649,PMID
GLI1,PRKCH,-1.0,TFactS,18924150,PMID
GLI1,PROKR1,1.0,TFactS,19095649,PMID
GLI1,PRPSAP1,1.0,TFactS,18924150,PMID
GLI1,RASL11B,1.0,TFactS,19095649,PMID
GLI1,RASSF8,1.0,TFactS,19095649,PMID
GLI1,RBM24,1.0,TFactS,19095649,PMID
GLI1,RBPMS,1.0,TFactS,19095649,PMID
GLI1,RGS16,1.0,TFactS,18924150,PMID
GLI1,RGS4,-1.0,TFactS,19095649,PMID
GLI1,RRM2B,1.0,TFactS,19095649,PMID
GLI1,SCARA5,1.0,TFactS,19095649,PMID
GLI1,SCARB1,1.0,TFactS,19095649,PMID
GLI1,SEPTIN7,1.0,TFactS,19095649,PMID
GLI1,SFRP2,-1.0,TFactS,12444557,PMID
GLI1,SGK1,-1.0,TFactS,18924150,PMID
GLI1,SH3GLB1,-1.0,TFactS,11719506,PMID
GLI1,SHH,1.0,GEREDB;TFactS,16855373;19384336;9247260,PMID
GLI1,SLC19A1,1.0,TFactS,18924150,PMID
GLI1,SLIT2,-1.0,TFactS,18924150,PMID
GLI1,SLITRK6,1.0,TFactS,19095649,PMID
GLI1,SMOC2,1.0,TFactS,19095649,PMID
GLI1,SNAI1,1.0,GEREDB;TFactS,16158046,PMID
GLI1,SPAG9,1.0,TFactS,19095649,PMID
GLI1,SPP1,1.0,Pavlidis2021;TFactS,11719506;19556240,PMID
GLI1,STEAP4,1.0,TFactS,19095649,PMID
GLI1,STXBP6,1.0,TFactS,19095649,PMID
GLI1,SUFU,-1.0,TFactS,19095649,PMID
GLI1,SYNM,-1.0,TFactS,18924150,PMID
GLI1,TIAM1,1.0,TFactS,19095649,PMID
GLI1,TMEM69,1.0,TFactS,19095649,PMID
GLI1,TNFAIP6,-1.0,TFactS,19095649,PMID
GLI1,TNMD,1.0,TFactS,19095649,PMID
GLI1,TOM1,-1.0,TFactS,11719506,PMID
TP53,GLI1,-1.0,GEREDB,19214186,PMID
GLI1,TP53,1.0,TFactS,18924150,PMID
GLI1,TRIB2,1.0,TFactS,19095649,PMID
GLI1,TSC22D1,-1.0,TFactS,11719506,PMID
GLI1,TST,1.0,TFactS,18924150,PMID
GLI1,UCHL3,1.0,TFactS,19095649,PMID
GLI1,USP7,1.0,TFactS,11719506,PMID
GLI1,VLDLR,1.0,TFactS,19095649,PMID
GLI1,SKIC8,-1.0,TFactS,19095649,PMID
STAT3,AHR,1.0,TFactS,16293640,PMID
STAT3,BIRC3,1.0,TFactS,16048438,PMID
STAT3,CLCN3,1.0,TFactS,16293640,PMID
STAT3,EIF5B,1.0,TFactS,16293640,PMID
STAT3,FGA,1.0,TFactS,16524883,PMID
STAT3,GGTA1,1.0,TFactS,16293640,PMID
STAT3,GKAP1,1.0,TFactS,16293640,PMID
STAT3,IDE,1.0,TFactS,16293640,PMID
STAT3,IFI16,1.0,TFactS,16293640,PMID
STAT3,IL6ST,1.0,TFactS,9169475,PMID
STAT3,LONP1,1.0,TFactS,15528381,PMID
STAT3,MBD1,1.0,TFactS,16293640,PMID
STAT3,PLSCR1,1.0,TFactS,16293640,PMID
STAT3,PLPP3,1.0,TFactS,16293640,PMID
STAT3,PTGER4,1.0,TFactS,16293640,PMID
STAT3,RNF149,1.0,TFactS,16293640,PMID
STAT3,SLPI,1.0,NTNU.Curated;TFactS,16293640;20039267,PMID
STAT3,SMAD1,1.0,TFactS,16293640,PMID
STAT3,VIP,1.0,DoRothEA-A;TFactS,11259431;7595475;7713908;9642274,PMID
STAT3,XBP1,1.0,TFactS,16293640,PMID
CREB1,ADM,1.0,TFactS,14973073,PMID
CREB1,AKAP8L,1.0,TFactS,14973073,PMID
CREB1,ANGPTL2,-1.0,TFactS,14973073,PMID
CREB1,ARPC3,-1.0,TFactS,14973073,PMID
CREB1,ATP6V0B,1.0,TFactS,14973073,PMID
CREB1,ATP6V1C1,1.0,TFactS,14973073,PMID
CREB1,CARS1,1.0,TFactS,14973073,PMID
CREB1,CDK11A,1.0,TFactS,15087126,PMID
CREB1,CPD,-1.0,TFactS,14973073,PMID
CREB1,CSRP2,-1.0,TFactS,14973073,PMID
CREB1,DCT,1.0,TFactS,1999537,PMID
CREB1,DKK2,-1.0,TFactS,14973073,PMID
CREB1,EDN1,1.0,TFactS,14973073,PMID
CREB1,ETV6,1.0,TFactS,14973073,PMID
CREB1,EXOSC6,1.0,TFactS,14973073,PMID
CREB1,GABARAP,1.0,TFactS,14973073,PMID
CREB1,GAD1,1.0,TFactS,14973073,PMID
CREB1,GALNT1,-1.0,TFactS,14973073,PMID
CREB1,GAP43,-1.0,TFactS,14973073,PMID
CREB1,HERPUD1,1.0,TFactS,14973073,PMID
CREB1,IRF7,1.0,TFactS,14973073,PMID
CREB1,LGALS8,1.0,TFactS,14973073,PMID
CREB1,NDUFA4,-1.0,TFactS,14973073,PMID
CREB1,NKX6-2,1.0,TFactS,14973073,PMID
CREB1,PITPNB,1.0,TFactS,14973073,PMID
CREB1,POU2AF1,1.0,GEREDB;TFactS,10843692;18775326,PMID
CREB1,SEC63,1.0,TFactS,14973073,PMID
CREB1,SQSTM1,1.0,TFactS,14973073,PMID
CREB1,SRPK2,1.0,TFactS,14973073,PMID
CREB1,SRSF10,1.0,TFactS,14973073,PMID
CREB1,TFRC,1.0,TFactS,14973073,PMID
CREB1,THBS1,-1.0,Pavlidis2021;TFactS,27281481,PMID
CREB1,TOM1,1.0,TFactS,14973073,PMID
CREB1,ZFP36,1.0,TFactS,14973073,PMID
CREB1,ARG1,1.0,GEREDB,15465791;15541310;17720160,PMID
CREB1,ATP1A1,1.0,GEREDB,7659506,regulon
CREB1,CD3D,1.0,GEREDB,8144959,regulon
CREB1,EXO1,1.0,GEREDB,12531389,regulon
CREB1,IL1B,1.0,CytReg,10383163;24038085,PMID
CREB1,MYOD1,1.0,SIGNOR,21902831,PMID
CREB1,PITX2,1.0,Pavlidis2021,18424556,regulon
CREB1,RARB,1.0,DoRothEA-A,2153268;2164682;7969156,regulon
CREB1,SLC5A5,1.0,SIGNOR,34751390,PMID
CREB1,STAT3,1.0,GEREDB,11134186,regulon
CREB1,TGFB1,1.0,CytReg,27279449,PMID
CTNNB1,AATF,-1.0,TFactS,16959035,PMID
CTNNB1,ABCB1,1.0,TFactS,10987283;12154096;15592430,PMID
CTNNB1,ADAM2,-1.0,TFactS,15979100,PMID
CTNNB1,CRYBG1,1.0,TFactS,12782598,PMID
CTNNB1,AKAP13,1.0,TFactS,12782598,PMID
CTNNB1,AKT1,1.0,TFactS,15888491,PMID
CTNNB1,ALDH1A1,1.0,TFactS,12782598,PMID
CTNNB1,ALDH3A2,1.0,TFactS,12782598,PMID
CTNNB1,AMHR2,1.0,TFactS,12724325,PMID
CTNNB1,APCDD1,1.0,TFactS,12384519,PMID
CTNNB1,APOD,1.0,TFactS,12782598,PMID
CTNNB1,APP,-1.0,TFactS,15979100,PMID
CTNNB1,ARHGAP26,1.0,TFactS,15592430,PMID
CTNNB1,ARL4A,1.0,TFactS,12782598,PMID
CTNNB1,ASNS,1.0,TFactS,16132617,PMID
CTNNB1,AXIN2,1.0,NTNU.Curated;Pavlidis2021;TFactS,11809808;11809809;11940574;12711682;15473860;22615875;24447505,PMID
CTNNB1,BAG2,-1.0,TFactS,16959035,PMID
CTNNB1,BAG3,-1.0,TFactS,16959035,PMID
CTNNB1,BAMBI,1.0,TFactS,12782598;14660579,PMID
CTNNB1,BCL2,1.0,TFactS,12782598;16288908;17404573,PMID
CTNNB1,BCL2L1,1.0,TFactS,16339534,PMID
CTNNB1,BCL2L2,1.0,Pavlidis2021;TFactS,19124064,PMID
CTNNB1,BIK,1.0,TFactS,15592430,PMID
CTNNB1,BIRC7,1.0,TFactS,17660948,PMID
CTNNB1,BMP2,1.0,TFactS,15579438,PMID
CTNNB1,BMP4,-1.0,TFactS,10601040;12782598;15907834,PMID
CTNNB1,BOK,-1.0,TFactS,12907606,PMID
CTNNB1,BTRC,1.0,TFactS,10882123;15473860,PMID
CTNNB1,CAPN2,1.0,TFactS,12907606,PMID
CTNNB1,CASP3,-1.0,TFactS,12907606,PMID
CTNNB1,CASP4,-1.0,TFactS,15979100,PMID
CTNNB1,CASP7,-1.0,TFactS,12907606,PMID
CTNNB1,CCL2,1.0,TFactS,16003740,PMID
CTNNB1,CCL7,-1.0,TFactS,11118053,PMID
CTNNB1,CCND3,1.0,TFactS,14557550,PMID
CTNNB1,CD14,1.0,TFactS,15642117,PMID
CTNNB1,CD4,1.0,TFactS,16585583,PMID
CTNNB1,CDC6,1.0,TFactS,16132617,PMID
CTNNB1,CDH3,1.0,TFactS,17292359,PMID
CTNNB1,CDKN1A,-1.0,TFactS,14637149,PMID
CTNNB1,CDKN1B,-1.0,TFactS,14557550,PMID
CTNNB1,CDKN1C,-1.0,TFactS,14557550,PMID
CTNNB1,CDX1,1.0,NTNU.Curated;TFactS,10934025;11997022;12242722;12446687,PMID
CTNNB1,CDX4,1.0,TFactS,16309666,PMID
CTNNB1,CEACAM1,1.0,TFactS,12782598,PMID
CTNNB1,CEACAM5,1.0,TFactS,15890249,PMID
CTNNB1,CEACAM6,1.0,TFactS,15890249,PMID
CTNNB1,CEBPA,-1.0,TFactS,10937998,PMID
CTNNB1,CNN2,1.0,TFactS,12782598,PMID
CTNNB1,CRAT,1.0,TFactS,12782598,PMID
CTNNB1,CST4,1.0,TFactS,12782598,PMID
CTNNB1,CCN2,1.0,Pavlidis2021;TFactS,12200448;20571031,PMID
CTNNB1,CTNNA2,1.0,TFactS,12782598,PMID
CTNNB1,CTNNB1,-1.0,TFactS,16959035,PMID
CTNNB1,CTNND2,1.0,TFactS,12782598,PMID
CTNNB1,CXCL12,-1.0,TFactS,16132617,PMID
CTNNB1,CXCL6,1.0,TFactS,16132617,PMID
CTNNB1,CYCS,-1.0,TFactS,12907606,PMID
CTNNB1,CYP24A1,1.0,TFactS,12782598,PMID
CTNNB1,CYP26A1,1.0,TFactS,16885356,PMID
CTNNB1,CYP2B6,1.0,TFactS,15471898,PMID
CTNNB1,DAP3,-1.0,TFactS,16959035,PMID
CTNNB1,DAPK2,-1.0,TFactS,18957423,PMID
CTNNB1,DBH,1.0,TFactS,12782598,PMID
CTNNB1,DCT,1.0,TFactS,12032083,PMID
CTNNB1,DDX17,1.0,TFactS,12782598,PMID
CTNNB1,DEFA5,1.0,TFactS,12782598,PMID
CTNNB1,DIO2,1.0,TFactS,12782598,PMID
CTNNB1,DKK1,1.0,TFactS,15592430;15592505,PMID
CTNNB1,DKK4,1.0,TFactS,18408752,PMID
CTNNB1,DLL1,1.0,TFactS,15545629,PMID
CTNNB1,DMP1,1.0,TFactS,19213727,PMID
CTNNB1,DNMT1,1.0,TFactS,12538344,PMID
CTNNB1,DPEP1,1.0,TFactS,12782598,PMID
CTNNB1,DSP,-1.0,TFactS,15979100,PMID
CTNNB1,DUSP6,1.0,TFactS,15592430,PMID
CTNNB1,DYNC1I1,1.0,TFactS,15592430,PMID
CTNNB1,ECM1,1.0,TFactS,12782598;15642117,PMID
CTNNB1,EDN1,1.0,Pavlidis2021;TFactS,15558022;16291872,PMID
CTNNB1,EDN3,1.0,TFactS,12782598,PMID
CTNNB1,EMP1,1.0,TFactS,12154096,PMID
CTNNB1,EMX2,1.0,TFactS,17693601,PMID
CTNNB1,ENC1,1.0,TFactS,11691783,PMID
CTNNB1,ENPP2,1.0,TFactS,15592430;15642117,PMID
CTNNB1,EPB41L4A,1.0,TFactS,10874211,PMID
CTNNB1,EPCAM,1.0,TFactS,18006828,PMID
CTNNB1,EPHB2,1.0,TFactS,12408869,PMID
CTNNB1,EPHB3,1.0,TFactS,12408869;12782598,PMID
CTNNB1,ETV5,1.0,TFactS,15592430,PMID
CTNNB1,F13A1,1.0,TFactS,12782598,PMID
CTNNB1,FADD,-1.0,TFactS,16959035,PMID
CTNNB1,HYCC1,-1.0,TFactS,10910037,PMID
CTNNB1,ENTREP1,1.0,TFactS,12782598,PMID
CTNNB1,FBLN2,-1.0,TFactS,16132617,PMID
CTNNB1,FGF18,1.0,Pavlidis2021;TFactS,14559787;17158875,PMID
CTNNB1,FGF20,1.0,TFactS,15592430,PMID
CTNNB1,FGF9,1.0,TFactS,12782598;16452189,PMID
CTNNB1,FOSL1,1.0,TFactS,9990071,PMID
CTNNB1,FOXN1,1.0,TFactS,12379851,PMID
CTNNB1,FRK,1.0,TFactS,16132617,PMID
CTNNB1,FSCN1,1.0,TFactS,17638895,PMID
CTNNB1,FUT1,1.0,TFactS,15592430,PMID
CTNNB1,FUT8,1.0,TFactS,17273793,PMID
CTNNB1,FZD1,-1.0,TFactS,15473860,PMID
CTNNB1,FZD2,-1.0,TFactS,15473860,PMID
CTNNB1,FZD3,1.0,TFactS,15473860,PMID
CTNNB1,FZD7,1.0,TFactS,12095419;15473860,PMID
CTNNB1,GAD1,1.0,TFactS,12782598;15592430,PMID
CTNNB1,GAST,1.0,TFactS,15292219;16139800,PMID
CTNNB1,GJA1,1.0,TFactS,11943708,PMID
CTNNB1,GJA4,-1.0,TFactS,16132617,PMID
CTNNB1,GJA5,-1.0,TFactS,16132617,PMID
GLI3,CTNNB1,1.0,Pavlidis2021,21452227,PMID
CTNNB1,GLI3,1.0,TFactS,18057099,PMID
CTNNB1,GLUL,1.0,TFactS,17006929,PMID
CTNNB1,ADGRG2,1.0,TFactS,12782598,PMID
CTNNB1,GPX2,1.0,TFactS,12782598,PMID
CTNNB1,GREM2,1.0,TFactS,17222801,PMID
CTNNB1,HERPUD1,1.0,TFactS,12153396,PMID
CTNNB1,HIF1A,-1.0,TFactS,16959035,PMID
CTNNB1,HOXB4,1.0,TFactS,12717450,PMID
CTNNB1,HSD17B2,1.0,TFactS,12782598,PMID
CTNNB1,HTRA1,1.0,TFactS,12782598,PMID
CTNNB1,ID2,1.0,NTNU.Curated;TFactS,11572874;12095419,PMID
CTNNB1,ID3,1.0,TFactS,12782598,PMID
CTNNB1,IDO1,1.0,TFactS,12782598,PMID
CTNNB1,IFITM1,1.0,TFactS,12782598,PMID
CTNNB1,IGF1,1.0,TFactS,12154096,PMID
CTNNB1,IGF2,1.0,TFactS,12154096,PMID
CTNNB1,IGFBP6,-1.0,TFactS,14737101,PMID
CTNNB1,IHH,1.0,TFactS,12782598,PMID
CTNNB1,IKBKG,1.0,TFactS,15473860,PMID
CTNNB1,IL1R1,1.0,TFactS,12782598,PMID
CTNNB1,IL6,1.0,TFactS,12154096,PMID
CTNNB1,CXCL8,1.0,TFactS,12200448;16132617,PMID
CTNNB1,INHA,1.0,TFactS,12732619;12861022,PMID
CTNNB1,INHBB,1.0,TFactS,12782598,PMID
CTNNB1,IRS1,1.0,TFactS,12782598;15592430,PMID
CTNNB1,ISYNA1,-1.0,TFactS,15592430,PMID
CTNNB1,ITGA1,1.0,TFactS,12782598,PMID
CTNNB1,ITGB1,-1.0,TFactS,15979100,PMID
CTNNB1,KLF5,1.0,TFactS,11134343,PMID
CTNNB1,KLK2,1.0,TFactS,12782598,PMID
CTNNB1,KLK3,1.0,TFactS,12782598,PMID
CTNNB1,KRT1,1.0,TFactS,12200448,PMID
CTNNB1,KRT5,1.0,TFactS,12782598,PMID
CTNNB1,L1CAM,1.0,TFactS,15716380,PMID
CTNNB1,LAMC2,1.0,TFactS,11719433,PMID
CTNNB1,LBX1,1.0,TFactS,15579438,PMID
CTNNB1,LECT2,1.0,TFactS,15239100,PMID
CTNNB1,LEP,1.0,TFactS,12861022,PMID
CTNNB1,LGALS3,1.0,TFactS,12782598,PMID
CTNNB1,LIMA1,-1.0,TFactS,15979100,PMID
CTNNB1,LMO2,1.0,TFactS,12782598;15592430,PMID
CTNNB1,LRP1,-1.0,TFactS,15473860,PMID
CTNNB1,LY6G6D,1.0,TFactS,15592430,PMID
CTNNB1,LYZ,1.0,TFactS,17273793,PMID
CTNNB1,MAP3K6,1.0,TFactS,12907606,PMID
CTNNB1,MARK4,1.0,TFactS,11716497,PMID
CTNNB1,MEOX2,1.0,TFactS,15579438,PMID
CTNNB1,MET,1.0,TFactS,12234972,PMID
CTNNB1,MLLT10,1.0,TFactS,15979100,PMID
CTNNB1,MME,1.0,TFactS,12782598,PMID
CTNNB1,MMP1,1.0,TFactS,12384519,PMID
CTNNB1,MMP2,1.0,TFactS,12782598;17306568,PMID
CTNNB1,MMP26,1.0,TFactS,11931652;15006646,PMID
CTNNB1,MMP9,1.0,TFactS,17306568,PMID
CTNNB1,MSLN,1.0,TFactS,15890249,PMID
CTNNB1,MSX1,1.0,TFactS,12095419;15592430,PMID
CTNNB1,MSX2,1.0,TFactS,12095419;12782598;14551209;15592430,PMID
CTNNB1,MT1L,1.0,TFactS,12782598,PMID
CTNNB1,MTAP,1.0,TFactS,15492751,PMID
CTNNB1,MUC6,1.0,TFactS,12782598,PMID
CTNNB1,MXD1,-1.0,TFactS,12907606,PMID
CTNNB1,MYBL2,-1.0,TFactS,16959035,PMID
CTNNB1,MYCBP,1.0,TFactS,15979100,PMID
CTNNB1,MYCN,1.0,TFactS,15907834,PMID
CTNNB1,MYF5,1.0,TFactS,16936075,PMID
CTNNB1,MYH2,1.0,TFactS,18948405,PMID
CTNNB1,MYOD1,1.0,Pavlidis2021;TFactS,15031118;18948405,PMID
CTNNB1,NAIP,1.0,TFactS,12907606,PMID
CTNNB1,NEDD4L,1.0,TFactS,17273793,PMID
CTNNB1,NEUROG1,1.0,NTNU.Curated;Pavlidis2021;TFactS,15031118;15142975,PMID
CTNNB1,NFKBIA,-1.0,TFactS,16959035,PMID
CTNNB1,NKD1,1.0,TFactS,15473860,PMID
CTNNB1,NKX2-2,-1.0,TFactS,16950124,PMID
CTNNB1,NOS2,1.0,TFactS,16849547,PMID
CTNNB1,NOTCH1,1.0,TFactS,12717450,PMID
CTNNB1,NOTUM,1.0,Pavlidis2021;TFactS,15473860;18429952,PMID
CTNNB1,NPM1,1.0,TFactS,12095419,PMID
CTNNB1,NPPC,1.0,TFactS,12475749,PMID
CTNNB1,NR4A1,1.0,TFactS,12153396,PMID
CTNNB1,NT5E,1.0,TFactS,15149841,PMID
CTNNB1,NTSR1,1.0,TFactS,16299383,PMID
CTNNB1,PAX8,1.0,TFactS,17693601,PMID
CTNNB1,PCCA,1.0,TFactS,12782598,PMID
CTNNB1,PCSK6,1.0,TFactS,12782598,PMID
CTNNB1,PDCD5,-1.0,TFactS,16959035,PMID
CTNNB1,PDCD6IP,-1.0,TFactS,16959035,PMID
CTNNB1,PHEX,1.0,TFactS,19213727,PMID
CTNNB1,PKD1,1.0,TFactS,12048202,PMID
CTNNB1,PLA2G2A,1.0,TFactS,18519687,PMID
CTNNB1,PLAUR,1.0,TFactS,9990071,PMID
CTNNB1,PLK2,1.0,TFactS,15592430,PMID
CTNNB1,PLS3,1.0,TFactS,12782598,PMID
CTNNB1,PML,1.0,TFactS,12384561,PMID
CTNNB1,PPID,1.0,TFactS,16132617,PMID
CTNNB1,PTCH1,1.0,TFactS,12782598,PMID
CTNNB1,PTEN,-1.0,TFactS,16959035,PMID
CTNNB1,PTTG1,1.0,TFactS,15514942;16705313,PMID
CTNNB1,PTX3,1.0,TFactS,14557550,PMID
CTNNB1,QPCT,1.0,TFactS,12782598,PMID
CTNNB1,RASGRF1,1.0,TFactS,16132617,PMID
CTNNB1,RBP1,1.0,TFactS,15592430,PMID
CTNNB1,RCN1,1.0,TFactS,12782598,PMID
CTNNB1,RET,1.0,TFactS,14557550,PMID
CTNNB1,ROCK1,-1.0,TFactS,15979100,PMID
CTNNB1,RPL29,1.0,TFactS,17273793,PMID
CTNNB1,RSPO2,1.0,TFactS,19213727,PMID
CTNNB1,RUNX2,1.0,NTNU.Curated;Pavlidis2021;TFactS,16043491;16575901;24692107,PMID
CTNNB1,S100A4,1.0,TFactS,17101323,PMID
CTNNB1,SAA1,1.0,TFactS,12782598,PMID
CTNNB1,SCGB2A2,1.0,TFactS,12782598,PMID
CTNNB1,SDC2,-1.0,TFactS,15473860,PMID
