drug,rho_ic50,p_ic50,rho_auc,fdr_ic50
P22077,0.22196498184977184,1.6520992525632352e-11,0.06304495052070003,3.9049618696949196e-11
PAK_5339,0.23519260745641413,3.9815754127366195e-10,0.16743771869880553,7.442683451259301e-10
PBD-288,0.27375929743335836,8.960649317639671e-14,0.2634123409140356,3.559369034506869e-13
PCI-34051,0.23409818162602677,6.402475908763597e-12,0.05221755993887971,1.6799156971618245e-11
PD0325901,0.06800703833667285,0.040260178947836074,-0.04397170593082504,0.041718881083627236
PD173074,0.2282033228253842,3.3344833119505025e-12,0.047109859388236044,9.349629678606311e-12
PF-4708671,0.3105421538157959,1.3328487949921144e-06,0.02836279945204024,1.806610215013008e-06
PFI-1,0.24618104705084376,9.716442315941411e-14,0.053498568338422654,3.806715756656498e-13
PFI3,0.28141259108522376,9.368440673918175e-17,-0.19516080816854273,8.643142041098704e-16
PLX-4720,0.10936057577567676,0.0009961710725006634,-0.10814530385814038,0.0010832886948106072
POMHEX,0.23811300976295283,1.0938119736194264e-10,0.20499746726003082,2.2834322952931092e-10
PRIMA-1MET,0.20113194604867635,4.080990146288094e-09,0.11403382148679865,6.86566577551997e-09
PRT062607,0.21665944213963695,2.2162187316973578e-10,0.11132415817383609,4.4016566476766964e-10
Paclitaxel,0.23976164579627057,3.1125768979387045e-13,0.06745321935563385,1.0856060887932555e-12
Palbociclib,0.2662678849156553,3.10507136240385e-16,0.15966473923610333,2.5372868847071457e-15
Pevonedistat,0.2350052156466931,9.846675924860213e-13,0.2215727866971144,2.9959035260744905e-12
Picolinici-acid,0.29196795578000045,5.966546858238834e-18,-0.18413220880753756,7.419271310679595e-17
Pictilisib,0.11817324008626842,0.0003563082620326411,0.043328738748360095,0.0003980631364895912
Piperlongumine,0.4014277349131993,8.646658626753246e-09,0.3014552907136952,1.4142673101607139e-08
Podophyllotoxin bromide,0.24497959439008488,6.673585999924932e-11,0.21008365554472122,1.4350718766755868e-10
Pyridostatin,0.236027104385837,9.030888480183474e-13,0.0913460655198243,2.777240973475778e-12
RO-3306,0.2431702876145142,1.4902982857586172e-13,0.15085034653412657,5.68300412969286e-13
RVX-208,0.24694524556574787,4.0202681846055235e-13,-0.028577860311900037,1.321605403215149e-12
Rapamycin,0.14760262729709114,9.470312786741665e-06,-0.021330721552682973,1.1984555119504938e-05
Refametinib,0.04233247675132061,0.2070603934577323,-0.0593737928576147,0.20999742031528879
Remodelin,0.20167349104541327,0.00012750779443458649,0.008168642267926298,0.00014875527944899916
