drug,rho_ic50,p_ic50,rho_auc,fdr_ic50
Temsirolimus,0.19994606604802753,2.9290542882124646e-09,-0.03687875861186219,3.475973138708568e-09
Teniposide,0.4481135585557899,1.961331301320851e-35,0.3905480982102493,5.44602672017246e-35
Topotecan,0.33239525599120423,2.7487207348335486e-19,0.2724956164581855,4.272468098708668e-19
Tozasertib,0.3671254501504612,7.614843516374603e-09,0.3100270920439413,8.999360519351804e-09
Trametinib,-0.2520418296461997,1.2669312277068511e-14,-0.3900315329403543,1.6775107922414788e-14
Tretinoin,0.3024524662441444,2.1133560455396677e-05,-0.24285454104720366,2.370273839311157e-05
ULK1_4989,0.3281373409390083,9.268120943307557e-19,0.2566119183294909,1.425098166551592e-18
UMI-77,0.32504617089591425,3.9466326127735433e-19,0.06890237767409496,6.101280687855315e-19
UNC0379,0.4419474170204635,1.3647941482596284e-35,0.24578151765775963,3.9033112640225373e-35
UNC0638,0.5527291612067325,8.339924913476067e-58,0.2378183965966142,1.325121402918975e-56
Ulixertinib,0.20359235825117386,6.365738483760423e-10,-0.07295940652822835,7.681861630191903e-10
Uprosertib,0.2699327424149687,1.2175863171659888e-16,0.09365846784610689,1.6986813985827941e-16
VE-822,0.39941794135195763,1.621329332520712e-33,0.2313107019709495,4.140180259829675e-33
VE821,0.39688547820800546,3.872330057651089e-35,0.195852542719266,1.0547489490363918e-34
VSP34_8731,0.22640101487949216,1.755790271716593e-09,0.06869454713852782,2.0923167404622732e-09
VTP-A,0.38262865226144666,2.8163546621507964e-26,-0.2749282242381372,5.26455838807273e-26
VTP-B,0.4390203092599064,5.947741893672493e-35,-0.39521816365429024,1.5897702631685355e-34
VX-11e,0.04899523746977957,0.14258297913806195,-0.20199408266241034,0.1451200428237926
Veliparib,0.5171465685026566,3.6919781682042664e-62,-0.22151272091305624,1.319882195133025e-60
Venetoclax,0.5198673578609356,1.8618403205398828e-63,0.14177228021061394,1.3312158291860162e-61
Vinblastine,0.4875787777823728,4.979649039486568e-44,0.46566074116622264,2.5894175005330154e-43
Vinorelbine,0.4258982140512472,6.444476499815977e-41,0.38830025607930285,2.7926064832535895e-40
Vismodegib,0.4884837748750956,1.122791027886005e-54,-0.10889079306478004,1.396166234675641e-53
Vorinostat,0.6252046465576147,7.109388013881019e-99,0.5733831612464066,2.0332849719699716e-96
WEHI-539,0.21192885125419192,1.1949017710585798e-10,-0.06627652786419706,1.4604354979604863e-10
WIKI4,0.10470236251943717,0.0016688250373034941,-0.3240092030658367,0.0017943006040180426
WZ4003,0.26423674879681763,6.933065225666403e-15,-0.04129192890291783,9.265685301591548e-15
Wee1 Inhibitor,0.4759570024600459,5.150419969350429e-52,0.40797319304701835,4.4636973067703716e-51
Wnt-C59,0.4485930393892281,7.938103622103193e-43,0.033810392553257004,3.6617703805185697e-42
XAV939,0.19420624377485743,1.419903552715947e-08,-0.32203506077598476,1.6507821791738247e-08
YK-4-279,0.4358511718327225,5.03162856568101e-43,0.3899353785210435,2.4357610243381375e-42
ZM447439,0.36409838385622123,3.667477306134076e-29,0.25425032654771257,7.76961858929145e-29
Zoledronate,0.5587476800234517,5.495731004958274e-58,-0.302464671729214,9.245759220106273e-57
alpha-lipoic acid,0.448870095352665,1.7005548393408064e-36,-0.2868324406752357,5.17402855373905e-36
ascorbate (vitamin C),0.37493017166393694,5.520736509146271e-25,-0.18787919486992363,9.686691052857875e-25
glutathione,0.31643981071518723,6.964984833583269e-18,-0.4151553760387951,1.0267967331983583e-17
