,sample,netith_bulk
TCGA-GV-A3QI-01,TCGA-GV-A3QI-01,2.8550042649285916
TCGA-GV-A3QK-01,TCGA-GV-A3QK-01,2.7518376307813646
TCGA-GV-A40E-01,TCGA-GV-A40E-01,3.250575954695772
TCGA-GV-A40G-01,TCGA-GV-A40G-01,2.4961873891825475
TCGA-GV-A6ZA-01,TCGA-GV-A6ZA-01,2.7996454887525735
TCGA-H4-A2HO-01,TCGA-H4-A2HO-01,2.251324845192484
TCGA-H4-A2HQ-01,TCGA-H4-A2HQ-01,2.6378869952247106
TCGA-HQ-A2OE-01,TCGA-HQ-A2OE-01,2.812978084883729
TCGA-HQ-A2OF-01,TCGA-HQ-A2OF-01,2.201595100497766
TCGA-HQ-A5ND-01,TCGA-HQ-A5ND-01,3.4316894984030553
TCGA-HQ-A5NE-01,TCGA-HQ-A5NE-01,2.8882259101229133
TCGA-K4-A3WS-01,TCGA-K4-A3WS-01,2.8264411672872103
TCGA-K4-A3WU-01,TCGA-K4-A3WU-01,3.0055030314300937
TCGA-K4-A3WV-01,TCGA-K4-A3WV-01,3.1705549402781052
TCGA-K4-A3WV-11,TCGA-K4-A3WV-11,3.2975350816188866
TCGA-K4-A4AB-01,TCGA-K4-A4AB-01,3.3308657080884814
TCGA-K4-A4AC-01,TCGA-K4-A4AC-01,2.7197284465127
TCGA-K4-A54R-01,TCGA-K4-A54R-01,3.2824448061252554
TCGA-K4-A54R-11,TCGA-K4-A54R-11,3.2146365552981324
TCGA-K4-A5RH-01,TCGA-K4-A5RH-01,3.052522000197307
TCGA-K4-A5RI-01,TCGA-K4-A5RI-01,3.1390323378234983
TCGA-K4-A5RI-11,TCGA-K4-A5RI-11,3.1466895398250303
TCGA-K4-A5RJ-01,TCGA-K4-A5RJ-01,3.256601782135821
TCGA-K4-A6FZ-01,TCGA-K4-A6FZ-01,3.3174090931527287
TCGA-K4-A6MB-01,TCGA-K4-A6MB-01,2.733624757298142
TCGA-K4-A83P-01,TCGA-K4-A83P-01,2.1519768274881077
TCGA-K4-AAQO-01,TCGA-K4-AAQO-01,2.9706080785174325
TCGA-KQ-A41N-01,TCGA-KQ-A41N-01,2.756740474294569
TCGA-KQ-A41O-01,TCGA-KQ-A41O-01,2.8044339064652006
TCGA-KQ-A41P-01,TCGA-KQ-A41P-01,2.7066733422260354
TCGA-KQ-A41Q-01,TCGA-KQ-A41Q-01,3.005335545222864
TCGA-KQ-A41R-01,TCGA-KQ-A41R-01,2.6686428933205257
TCGA-KQ-A41S-01,TCGA-KQ-A41S-01,3.176613072505394
TCGA-LC-A66R-01,TCGA-LC-A66R-01,3.211889031459404
TCGA-LT-A5Z6-01,TCGA-LT-A5Z6-01,2.6123940758062374
TCGA-LT-A8JT-01,TCGA-LT-A8JT-01,3.3343920290440665
TCGA-MV-A51V-01,TCGA-MV-A51V-01,2.7085297215558883
TCGA-PQ-A6FI-01,TCGA-PQ-A6FI-01,2.2662913185342375
TCGA-PQ-A6FN-01,TCGA-PQ-A6FN-01,3.288242064304185
TCGA-R3-A69X-01,TCGA-R3-A69X-01,2.4705377532333235
TCGA-S5-A6DX-01,TCGA-S5-A6DX-01,2.0406113659608622
TCGA-S5-AA26-01,TCGA-S5-AA26-01,3.1801894372345583
TCGA-SY-A9G0-01,TCGA-SY-A9G0-01,3.1980673328255573
TCGA-SY-A9G5-01,TCGA-SY-A9G5-01,2.9214907579828573
TCGA-UY-A78K-01,TCGA-UY-A78K-01,2.928637847147702
TCGA-UY-A78L-01,TCGA-UY-A78L-01,3.0879153969632736
TCGA-UY-A78M-01,TCGA-UY-A78M-01,2.4681662127712687
TCGA-UY-A78N-01,TCGA-UY-A78N-01,3.189667486175637
TCGA-UY-A78O-01,TCGA-UY-A78O-01,2.9439401643052823
TCGA-UY-A78P-01,TCGA-UY-A78P-01,3.055472551494521
TCGA-UY-A8OB-01,TCGA-UY-A8OB-01,2.942991955251088
TCGA-UY-A8OC-01,TCGA-UY-A8OC-01,3.0351165524056416
TCGA-UY-A8OD-01,TCGA-UY-A8OD-01,2.936817065797671
TCGA-UY-A9PA-01,TCGA-UY-A9PA-01,3.4443917665744364
TCGA-UY-A9PB-01,TCGA-UY-A9PB-01,2.9826291857227423
TCGA-UY-A9PD-01,TCGA-UY-A9PD-01,3.0383020847616464
TCGA-UY-A9PE-01,TCGA-UY-A9PE-01,2.6620250099966287
TCGA-UY-A9PF-01,TCGA-UY-A9PF-01,3.2379844581540818
TCGA-UY-A9PH-01,TCGA-UY-A9PH-01,3.3829805016210583
TCGA-XF-A8HB-01,TCGA-XF-A8HB-01,3.251665723511934
TCGA-XF-A8HC-01,TCGA-XF-A8HC-01,2.665630085840432
TCGA-XF-A8HD-01,TCGA-XF-A8HD-01,2.630026022712145
TCGA-XF-A8HE-01,TCGA-XF-A8HE-01,2.713596493469143
TCGA-XF-A8HF-01,TCGA-XF-A8HF-01,2.6947761529746983
TCGA-XF-A8HG-01,TCGA-XF-A8HG-01,3.316591499095138
TCGA-XF-A8HH-01,TCGA-XF-A8HH-01,2.980263561190894
TCGA-XF-A8HI-01,TCGA-XF-A8HI-01,3.4997473048597616
TCGA-XF-A9SH-01,TCGA-XF-A9SH-01,2.99327004610494
TCGA-XF-A9SI-01,TCGA-XF-A9SI-01,2.4849667589053874
TCGA-XF-A9SJ-01,TCGA-XF-A9SJ-01,2.961875498261601
TCGA-XF-A9SK-01,TCGA-XF-A9SK-01,2.6707968192144227
TCGA-XF-A9SL-01,TCGA-XF-A9SL-01,2.7455541580912355
TCGA-XF-A9SM-01,TCGA-XF-A9SM-01,3.012845479370686
TCGA-XF-A9SP-01,TCGA-XF-A9SP-01,2.5602151328294696
TCGA-XF-A9ST-01,TCGA-XF-A9ST-01,2.660281107480811
TCGA-XF-A9SU-01,TCGA-XF-A9SU-01,2.7654747699033435
TCGA-XF-A9SV-01,TCGA-XF-A9SV-01,3.11233906026169
TCGA-XF-A9SW-01,TCGA-XF-A9SW-01,2.4719329252362394
TCGA-XF-A9SX-01,TCGA-XF-A9SX-01,3.4043366659038763
TCGA-XF-A9SY-01,TCGA-XF-A9SY-01,2.742184598657059
TCGA-XF-A9SZ-01,TCGA-XF-A9SZ-01,3.1611468691743023
TCGA-XF-A9T0-01,TCGA-XF-A9T0-01,2.7816189792715624
TCGA-XF-A9T2-01,TCGA-XF-A9T2-01,2.6805984029243737
TCGA-XF-A9T3-01,TCGA-XF-A9T3-01,3.440235383489647
TCGA-XF-A9T4-01,TCGA-XF-A9T4-01,3.3758761123986125
TCGA-XF-A9T5-01,TCGA-XF-A9T5-01,2.9399092135703806
TCGA-XF-A9T6-01,TCGA-XF-A9T6-01,2.953031152350501
TCGA-XF-A9T8-01,TCGA-XF-A9T8-01,3.030955862118386
TCGA-XF-AAME-01,TCGA-XF-AAME-01,3.0700622686806076
TCGA-XF-AAMG-01,TCGA-XF-AAMG-01,2.7435893417348374
TCGA-XF-AAMH-01,TCGA-XF-AAMH-01,2.8305128003818365
TCGA-XF-AAMJ-01,TCGA-XF-AAMJ-01,2.3714590988828648
TCGA-XF-AAML-01,TCGA-XF-AAML-01,2.822446196675854
TCGA-XF-AAMQ-01,TCGA-XF-AAMQ-01,3.408356518455239
TCGA-XF-AAMR-01,TCGA-XF-AAMR-01,3.042638316869474
TCGA-XF-AAMT-01,TCGA-XF-AAMT-01,2.8631506321839977
TCGA-XF-AAMW-01,TCGA-XF-AAMW-01,2.501285387426653
TCGA-XF-AAMX-01,TCGA-XF-AAMX-01,2.82990028039657
TCGA-XF-AAMY-01,TCGA-XF-AAMY-01,2.7013643144167983
TCGA-XF-AAMZ-01,TCGA-XF-AAMZ-01,2.742002561262296
TCGA-XF-AAN0-01,TCGA-XF-AAN0-01,2.8083585706029566
TCGA-XF-AAN1-01,TCGA-XF-AAN1-01,3.1699516269915637
TCGA-XF-AAN2-01,TCGA-XF-AAN2-01,3.441033742543946
TCGA-XF-AAN3-01,TCGA-XF-AAN3-01,2.914431756060904
TCGA-XF-AAN4-01,TCGA-XF-AAN4-01,2.629166505167822
TCGA-XF-AAN5-01,TCGA-XF-AAN5-01,3.0843309792129223
TCGA-XF-AAN7-01,TCGA-XF-AAN7-01,3.2683303566118473
TCGA-XF-AAN8-01,TCGA-XF-AAN8-01,2.7470715679261684
TCGA-YC-A89H-01,TCGA-YC-A89H-01,2.7593412504267723
TCGA-YC-A8S6-01,TCGA-YC-A8S6-01,3.0229638264400727
TCGA-YC-A9TC-01,TCGA-YC-A9TC-01,3.4530040469568797
TCGA-YF-AA3L-01,TCGA-YF-AA3L-01,2.776394290432674
TCGA-YF-AA3M-01,TCGA-YF-AA3M-01,2.8423879823437823
TCGA-ZF-A9R0-01,TCGA-ZF-A9R0-01,3.1634051096076092
TCGA-ZF-A9R1-01,TCGA-ZF-A9R1-01,2.965742334454746
TCGA-ZF-A9R2-01,TCGA-ZF-A9R2-01,3.028885340885087
TCGA-ZF-A9R3-01,TCGA-ZF-A9R3-01,3.420134258315003
TCGA-ZF-A9R4-01,TCGA-ZF-A9R4-01,2.9922705297445313
TCGA-ZF-A9R5-01,TCGA-ZF-A9R5-01,3.32384422983689
TCGA-ZF-A9R7-01,TCGA-ZF-A9R7-01,3.2921350409811736
TCGA-ZF-A9R9-01,TCGA-ZF-A9R9-01,2.9549020142336837
TCGA-ZF-A9RC-01,TCGA-ZF-A9RC-01,2.4793596820731634
TCGA-ZF-A9RD-01,TCGA-ZF-A9RD-01,2.706537786212594
TCGA-ZF-A9RE-01,TCGA-ZF-A9RE-01,3.0017504355954037
TCGA-ZF-A9RF-01,TCGA-ZF-A9RF-01,3.211617600937524
TCGA-ZF-A9RL-01,TCGA-ZF-A9RL-01,3.1987204420778697
TCGA-ZF-A9RM-01,TCGA-ZF-A9RM-01,3.1176858133446714
TCGA-ZF-A9RN-01,TCGA-ZF-A9RN-01,3.145457423941436
TCGA-ZF-AA4N-01,TCGA-ZF-AA4N-01,2.8058120297087314
TCGA-ZF-AA4R-01,TCGA-ZF-AA4R-01,2.9787732042656634
TCGA-ZF-AA4T-01,TCGA-ZF-AA4T-01,2.961576223063161
TCGA-ZF-AA4U-01,TCGA-ZF-AA4U-01,3.0090089873504073
TCGA-ZF-AA4V-01,TCGA-ZF-AA4V-01,3.1803216935574343
TCGA-ZF-AA4W-01,TCGA-ZF-AA4W-01,2.9457902597352477
TCGA-ZF-AA4X-01,TCGA-ZF-AA4X-01,3.47790424626151
TCGA-ZF-AA51-01,TCGA-ZF-AA51-01,2.7453985052739522
TCGA-ZF-AA52-01,TCGA-ZF-AA52-01,2.6736378393631455
TCGA-ZF-AA53-01,TCGA-ZF-AA53-01,2.949995992809501
TCGA-ZF-AA54-01,TCGA-ZF-AA54-01,2.9542315420748086
TCGA-ZF-AA56-01,TCGA-ZF-AA56-01,3.0961278901111475
TCGA-ZF-AA58-01,TCGA-ZF-AA58-01,2.963424251242878
TCGA-ZF-AA5H-01,TCGA-ZF-AA5H-01,3.2303635231189327
TCGA-ZF-AA5N-01,TCGA-ZF-AA5N-01,3.367480481973902
TCGA-ZF-AA5P-01,TCGA-ZF-AA5P-01,2.6600439651994527
TCGA-FA-8693-01,TCGA-FA-8693-01,2.72027270716688
TCGA-FA-A4BB-01,TCGA-FA-A4BB-01,3.0172415965083967
TCGA-FA-A4XK-01,TCGA-FA-A4XK-01,3.4302105594643195
TCGA-FA-A6HN-01,TCGA-FA-A6HN-01,3.3557160198321996
TCGA-FA-A6HO-01,TCGA-FA-A6HO-01,2.998501974567181
TCGA-FA-A7DS-01,TCGA-FA-A7DS-01,3.349139938848222
TCGA-FA-A7Q1-01,TCGA-FA-A7Q1-01,3.0971533829158457
TCGA-FA-A82F-01,TCGA-FA-A82F-01,2.992706301928086
TCGA-FA-A86F-01,TCGA-FA-A86F-01,3.0997719059381743
TCGA-FF-8041-01,TCGA-FF-8041-01,3.1024618189376656
TCGA-FF-8042-01,TCGA-FF-8042-01,3.1634487218428813
TCGA-FF-8043-01,TCGA-FF-8043-01,3.256035908229665
TCGA-FF-8046-01,TCGA-FF-8046-01,3.2355874572319534
TCGA-FF-8047-01,TCGA-FF-8047-01,3.0609944830525206
TCGA-FF-8061-01,TCGA-FF-8061-01,3.064849575251468
TCGA-FF-8062-01,TCGA-FF-8062-01,3.2931381794871664
TCGA-FF-A7CQ-01,TCGA-FF-A7CQ-01,3.3127646959257127
TCGA-FF-A7CR-01,TCGA-FF-A7CR-01,3.1860745403954205
TCGA-FF-A7CW-01,TCGA-FF-A7CW-01,3.2735136067197947
TCGA-FF-A7CX-01,TCGA-FF-A7CX-01,3.1495777254336836
TCGA-FM-8000-01,TCGA-FM-8000-01,3.027088748009642
TCGA-G8-6324-01,TCGA-G8-6324-01,3.132099842074977
TCGA-G8-6325-01,TCGA-G8-6325-01,3.0244024418992943
TCGA-G8-6326-01,TCGA-G8-6326-01,3.052628429228354
TCGA-G8-6906-01,TCGA-G8-6906-01,3.01111883342624
TCGA-G8-6907-01,TCGA-G8-6907-01,3.154395239937146
TCGA-G8-6909-01,TCGA-G8-6909-01,2.9910141185234296
TCGA-G8-6914-01,TCGA-G8-6914-01,3.2429756223121036
TCGA-GR-7351-01,TCGA-GR-7351-01,3.3069276556079354
TCGA-GR-7353-01,TCGA-GR-7353-01,3.341117126177695
TCGA-GR-A4D4-01,TCGA-GR-A4D4-01,3.076861935097469
TCGA-GR-A4D5-01,TCGA-GR-A4D5-01,2.9858108355553963
TCGA-GR-A4D6-01,TCGA-GR-A4D6-01,3.0617365263342236
TCGA-GR-A4D9-01,TCGA-GR-A4D9-01,3.0998594963060335
TCGA-GS-A9TQ-01,TCGA-GS-A9TQ-01,3.337237254508242
TCGA-GS-A9TT-01,TCGA-GS-A9TT-01,3.30570327005238
TCGA-GS-A9TU-01,TCGA-GS-A9TU-01,3.468351168597661
TCGA-GS-A9TV-01,TCGA-GS-A9TV-01,3.0521060068848778
TCGA-GS-A9TW-01,TCGA-GS-A9TW-01,3.25988239389862
TCGA-GS-A9TX-01,TCGA-GS-A9TX-01,3.362641881021754
TCGA-GS-A9TY-01,TCGA-GS-A9TY-01,3.2977483634844793
TCGA-GS-A9TZ-01,TCGA-GS-A9TZ-01,3.3177121882961575
TCGA-GS-A9U3-01,TCGA-GS-A9U3-01,2.7663152196981877
TCGA-GS-A9U4-01,TCGA-GS-A9U4-01,3.363478216338521
TCGA-RQ-A68N-01,TCGA-RQ-A68N-01,3.166782961266123
TCGA-RQ-A6JB-01,TCGA-RQ-A6JB-01,2.977360037747556
TCGA-RQ-AAAT-01,TCGA-RQ-AAAT-01,3.260163046769208
TCGA-VB-A8QN-01,TCGA-VB-A8QN-01,2.684303514537428
TCGA-2E-A9G8-01,TCGA-2E-A9G8-01,2.101875996200969
TCGA-4E-A92E-01,TCGA-4E-A92E-01,2.549289252023077
TCGA-5B-A90C-01,TCGA-5B-A90C-01,2.888699426310045
TCGA-5S-A9Q8-01,TCGA-5S-A9Q8-01,2.5362210483122474
TCGA-A5-A1OH-01,TCGA-A5-A1OH-01,2.8551611422674488
TCGA-A5-A2K2-01,TCGA-A5-A2K2-01,2.864970736393033
TCGA-A5-A2K3-01,TCGA-A5-A2K3-01,2.7704509375609305
TCGA-A5-A2K4-01,TCGA-A5-A2K4-01,2.87823982537269
TCGA-A5-A2K5-01,TCGA-A5-A2K5-01,2.8245092789703006
TCGA-A5-A2K7-01,TCGA-A5-A2K7-01,3.1177027781552025
TCGA-A5-A3LO-01,TCGA-A5-A3LO-01,3.254652985279635
TCGA-A5-A3LP-01,TCGA-A5-A3LP-01,2.6225018004482616
TCGA-A5-A7WJ-01,TCGA-A5-A7WJ-01,3.0772851344081156
TCGA-A5-A7WK-01,TCGA-A5-A7WK-01,2.703275982328464
TCGA-A5-AB3J-01,TCGA-A5-AB3J-01,2.4197495709467574
TCGA-AJ-A23N-01,TCGA-AJ-A23N-01,2.9753461414764595
TCGA-AJ-A2QM-01,TCGA-AJ-A2QM-01,2.9749103932255627
TCGA-AJ-A2QO-01,TCGA-AJ-A2QO-01,2.822938224059767
TCGA-AJ-A3BD-01,TCGA-AJ-A3BD-01,2.4559534049251868
TCGA-AJ-A3BF-01,TCGA-AJ-A3BF-01,2.8181066786524416
TCGA-AJ-A3BG-01,TCGA-AJ-A3BG-01,3.134705185626195
TCGA-AJ-A3BH-01,TCGA-AJ-A3BH-01,2.970310597483768
TCGA-AJ-A3BI-01,TCGA-AJ-A3BI-01,2.989802219266836
TCGA-AJ-A3BK-01,TCGA-AJ-A3BK-01,2.163345091563154
TCGA-AJ-A3EJ-01,TCGA-AJ-A3EJ-01,2.809878785300283
TCGA-AJ-A3EK-01,TCGA-AJ-A3EK-01,2.8408932046447344
TCGA-AJ-A3EL-01,TCGA-AJ-A3EL-01,3.1168524011162377
TCGA-AJ-A3EM-01,TCGA-AJ-A3EM-01,3.145742774006461
TCGA-AJ-A3I9-01,TCGA-AJ-A3I9-01,2.701222504337582
TCGA-AJ-A3IA-01,TCGA-AJ-A3IA-01,2.628930269880505
TCGA-AJ-A3NC-01,TCGA-AJ-A3NC-01,2.723155928468752
TCGA-AJ-A3NC-11,TCGA-AJ-A3NC-11,3.379757442554135
TCGA-AJ-A3NE-01,TCGA-AJ-A3NE-01,3.236173377370391
TCGA-AJ-A3NE-11,TCGA-AJ-A3NE-11,2.882933207821515
TCGA-AJ-A3NF-01,TCGA-AJ-A3NF-01,2.715089577306567
TCGA-AJ-A3NG-01,TCGA-AJ-A3NG-01,2.7823382650104556
TCGA-AJ-A3NH-01,TCGA-AJ-A3NH-01,2.507307649402915
TCGA-AJ-A3NH-11,TCGA-AJ-A3NH-11,2.462797535947788
TCGA-AJ-A3OJ-01,TCGA-AJ-A3OJ-01,2.7126366103180723
TCGA-AJ-A3OK-01,TCGA-AJ-A3OK-01,2.339149119748831
TCGA-AJ-A3OL-01,TCGA-AJ-A3OL-01,2.9387935940466074
TCGA-AJ-A3QS-01,TCGA-AJ-A3QS-01,2.90589008474778
TCGA-AJ-A3TW-01,TCGA-AJ-A3TW-01,2.9292949268890336
TCGA-AJ-A5DV-01,TCGA-AJ-A5DV-01,2.719068002414747
TCGA-AJ-A5DW-01,TCGA-AJ-A5DW-01,3.257268860332974
TCGA-AJ-A6NU-01,TCGA-AJ-A6NU-01,2.4418080747261985
TCGA-AJ-A8CT-01,TCGA-AJ-A8CT-01,2.4464424991008005
TCGA-AJ-A8CV-01,TCGA-AJ-A8CV-01,2.486133553163496
TCGA-AJ-A8CW-01,TCGA-AJ-A8CW-01,2.990429452676938
TCGA-AP-A3K1-01,TCGA-AP-A3K1-01,2.677648486516401
TCGA-AP-A5FX-01,TCGA-AP-A5FX-01,2.3547463332310334
TCGA-AX-A05W-01,TCGA-AX-A05W-01,2.4786284725108523
TCGA-AX-A05Y-11,TCGA-AX-A05Y-11,3.1148205648748633
TCGA-AX-A0IZ-11,TCGA-AX-A0IZ-11,3.163627569221922
TCGA-AX-A0J0-11,TCGA-AX-A0J0-11,3.032042149227169
TCGA-AX-A1C7-01,TCGA-AX-A1C7-01,2.6159955537934967
TCGA-AX-A2H4-01,TCGA-AX-A2H4-01,3.144350054574125
TCGA-AX-A2HC-11,TCGA-AX-A2HC-11,3.1394133534978708
TCGA-AX-A2HD-11,TCGA-AX-A2HD-11,2.8256933679268963
TCGA-AX-A2HH-01,TCGA-AX-A2HH-01,2.8840354040027907
TCGA-AX-A2IN-01,TCGA-AX-A2IN-01,2.7942206183447054
TCGA-AX-A3FS-01,TCGA-AX-A3FS-01,2.918708087374122
TCGA-AX-A3FT-01,TCGA-AX-A3FT-01,2.845450405113752
TCGA-AX-A3FV-01,TCGA-AX-A3FV-01,3.468212844022845
TCGA-AX-A3FW-01,TCGA-AX-A3FW-01,2.665504710792041
TCGA-AX-A3FX-01,TCGA-AX-A3FX-01,2.3984544676993016
TCGA-AX-A3FZ-01,TCGA-AX-A3FZ-01,3.4559886944019858
TCGA-AX-A3G1-01,TCGA-AX-A3G1-01,2.7618458649427637
TCGA-AX-A3G3-01,TCGA-AX-A3G3-01,2.8782013217660927
TCGA-AX-A3G4-01,TCGA-AX-A3G4-01,2.913806582266619
TCGA-AX-A3G6-01,TCGA-AX-A3G6-01,3.1052991943423223
TCGA-AX-A3G7-01,TCGA-AX-A3G7-01,2.5990791124687056
TCGA-AX-A3G8-01,TCGA-AX-A3G8-01,3.197910188248815
TCGA-AX-A3G9-01,TCGA-AX-A3G9-01,3.5146491795179124
TCGA-AX-A3GB-01,TCGA-AX-A3GB-01,2.3390845451518887
TCGA-AX-A3GI-01,TCGA-AX-A3GI-01,2.9168819666093615
TCGA-B5-A0JN-01,TCGA-B5-A0JN-01,2.539087568888939
TCGA-B5-A0JR-01,TCGA-B5-A0JR-01,3.2038129724612574
TCGA-B5-A0K9-01,TCGA-B5-A0K9-01,3.028838811272124
TCGA-B5-A11R-01,TCGA-B5-A11R-01,2.328188345771795
TCGA-B5-A1MS-01,TCGA-B5-A1MS-01,3.096619457373688
TCGA-B5-A1MW-01,TCGA-B5-A1MW-01,3.0322587717239253
TCGA-B5-A3F9-01,TCGA-B5-A3F9-01,2.530762310968903
TCGA-B5-A3FA-01,TCGA-B5-A3FA-01,2.937036576371069
TCGA-B5-A3FB-01,TCGA-B5-A3FB-01,2.586496442157182
TCGA-B5-A3FC-01,TCGA-B5-A3FC-01,3.150238957401544
TCGA-B5-A3FD-01,TCGA-B5-A3FD-01,2.8304351844250513
TCGA-B5-A3FH-01,TCGA-B5-A3FH-01,2.567344303277194
TCGA-B5-A3S1-01,TCGA-B5-A3S1-01,3.0981300811823975
TCGA-B5-A5OC-01,TCGA-B5-A5OC-01,2.9577452783862843
TCGA-B5-A5OD-01,TCGA-B5-A5OD-01,3.3132453865905562
TCGA-B5-A5OE-01,TCGA-B5-A5OE-01,2.7264094286549874
TCGA-BG-A0MK-01,TCGA-BG-A0MK-01,2.264119990555915
TCGA-BG-A2AD-11,TCGA-BG-A2AD-11,2.781952482224817
TCGA-BG-A3EW-01,TCGA-BG-A3EW-01,2.5969280960671672
TCGA-BG-A3EW-11,TCGA-BG-A3EW-11,3.2454770295446753
TCGA-BG-A3PP-01,TCGA-BG-A3PP-01,3.3009066494990575
TCGA-BG-A3PP-11,TCGA-BG-A3PP-11,3.426772499775174
TCGA-BK-A139-02,TCGA-BK-A139-02,2.9727155833131036
TCGA-BK-A13B-01,TCGA-BK-A13B-01,3.1480567268540933
TCGA-BK-A4ZD-01,TCGA-BK-A4ZD-01,3.533484589566746
TCGA-BK-A4ZD-11,TCGA-BK-A4ZD-11,3.0118383495000343
TCGA-BK-A56F-01,TCGA-BK-A56F-01,2.894108951978202
TCGA-BK-A6W3-01,TCGA-BK-A6W3-01,2.8626004722052265
TCGA-BK-A6W4-01,TCGA-BK-A6W4-01,2.7321937157929104
TCGA-BS-A0V4-01,TCGA-BS-A0V4-01,2.8914005690856404
TCGA-BS-A0V7-01,TCGA-BS-A0V7-01,2.9971696635894203
TCGA-D1-A2G0-01,TCGA-D1-A2G0-01,2.7683104284032405
TCGA-D1-A3DA-01,TCGA-D1-A3DA-01,2.814744255360817
TCGA-D1-A3DG-01,TCGA-D1-A3DG-01,2.634111259693258
TCGA-D1-A3DH-01,TCGA-D1-A3DH-01,2.9996352646857334
TCGA-D1-A3JP-01,TCGA-D1-A3JP-01,2.9305833027564003
TCGA-D1-A3JQ-01,TCGA-D1-A3JQ-01,2.3877657749790027
TCGA-DF-A2KN-01,TCGA-DF-A2KN-01,2.5712310719818032
TCGA-DF-A2KR-01,TCGA-DF-A2KR-01,3.299773022890982
TCGA-DF-A2KU-01,TCGA-DF-A2KU-01,2.8948732150359353
TCGA-DF-A2KV-01,TCGA-DF-A2KV-01,2.916234202561255
TCGA-DF-A2KY-01,TCGA-DF-A2KY-01,2.8050876863546508
TCGA-DF-A2KZ-01,TCGA-DF-A2KZ-01,2.9639585383163296
TCGA-DF-A2L0-01,TCGA-DF-A2L0-01,2.954778353259965
TCGA-DI-A1BU-01,TCGA-DI-A1BU-01,2.913274351213004
TCGA-DI-A1C3-01,TCGA-DI-A1C3-01,2.676255151478078
TCGA-DI-A2QT-01,TCGA-DI-A2QT-01,2.967498267567619
TCGA-DI-A2QY-01,TCGA-DI-A2QY-01,2.489886656090767
TCGA-DI-A2QY-11,TCGA-DI-A2QY-11,2.606829840990232
TCGA-E6-A2P8-01,TCGA-E6-A2P8-01,2.8847481940506086
TCGA-E6-A2P9-01,TCGA-E6-A2P9-01,2.902965065522923
TCGA-E6-A8L9-01,TCGA-E6-A8L9-01,2.3416270985032774
TCGA-EO-A1Y7-01,TCGA-EO-A1Y7-01,2.4256520800656385
TCGA-EO-A22U-01,TCGA-EO-A22U-01,2.708173639462953
TCGA-EO-A22X-01,TCGA-EO-A22X-01,3.227822963875437
TCGA-EO-A22Y-01,TCGA-EO-A22Y-01,2.3848415824405125
TCGA-EO-A3AS-01,TCGA-EO-A3AS-01,2.6520328236577635
TCGA-EO-A3AU-01,TCGA-EO-A3AU-01,2.9847116951941217
TCGA-EO-A3AV-01,TCGA-EO-A3AV-01,2.918607661088325
TCGA-EO-A3AY-01,TCGA-EO-A3AY-01,2.897733944630737
TCGA-EO-A3AZ-01,TCGA-EO-A3AZ-01,2.727065058355127
TCGA-EO-A3B0-01,TCGA-EO-A3B0-01,2.6668032337047882
TCGA-EO-A3B1-01,TCGA-EO-A3B1-01,2.9067366721241865
TCGA-EO-A3KU-01,TCGA-EO-A3KU-01,2.8818032792812245
TCGA-EO-A3KW-01,TCGA-EO-A3KW-01,3.00560782642938
TCGA-EO-A3KX-01,TCGA-EO-A3KX-01,2.9284026146143747
TCGA-EO-A3L0-01,TCGA-EO-A3L0-01,2.6222725629359336
TCGA-EY-A1GL-01,TCGA-EY-A1GL-01,2.6883369346291963
TCGA-EY-A1GO-01,TCGA-EY-A1GO-01,2.910690128249366
TCGA-EY-A1GP-01,TCGA-EY-A1GP-01,2.6330283703656763
TCGA-EY-A1GX-01,TCGA-EY-A1GX-01,2.7118568470945066
TCGA-EY-A210-01,TCGA-EY-A210-01,3.1855600544082905
TCGA-EY-A2ON-01,TCGA-EY-A2ON-01,2.728313970488287
TCGA-EY-A2OO-01,TCGA-EY-A2OO-01,2.731455612896919
TCGA-EY-A2OP-01,TCGA-EY-A2OP-01,3.3060363663006878
TCGA-EY-A2OQ-01,TCGA-EY-A2OQ-01,2.5559185620201115
TCGA-EY-A3L3-01,TCGA-EY-A3L3-01,2.964275642508474
TCGA-EY-A3QX-01,TCGA-EY-A3QX-01,3.225234860747649
TCGA-EY-A4KR-01,TCGA-EY-A4KR-01,2.543509184904089
TCGA-EY-A547-01,TCGA-EY-A547-01,2.8934251587626196
TCGA-EY-A548-01,TCGA-EY-A548-01,3.096780021898698
TCGA-EY-A549-01,TCGA-EY-A549-01,2.7675641128925537
TCGA-EY-A54A-01,TCGA-EY-A54A-01,2.2895631660945024
TCGA-EY-A5W2-01,TCGA-EY-A5W2-01,2.812810126071792
TCGA-EY-A72D-01,TCGA-EY-A72D-01,3.3498311534886636
TCGA-FI-A2EY-01,TCGA-FI-A2EY-01,2.749778464962635
TCGA-FI-A3PV-01,TCGA-FI-A3PV-01,2.7137972850505063
TCGA-FI-A3PX-01,TCGA-FI-A3PX-01,3.0047610318220874
TCGA-FL-A1YF-11,TCGA-FL-A1YF-11,2.8701550329504615
TCGA-FL-A1YG-11,TCGA-FL-A1YG-11,3.2753791340591403
TCGA-FL-A1YH-11,TCGA-FL-A1YH-11,3.0481183445898528
TCGA-FL-A1YI-11,TCGA-FL-A1YI-11,2.984589411695943
TCGA-FL-A1YL-11,TCGA-FL-A1YL-11,2.7923594742897633
